candidate_rank,asset_id,path,rank_score,flatness_ratio,panel_aspect_ratio,extent_x,extent_y,extent_z,faces,vertices,meshes,materials,textures,images,image_width_max,image_height_max,geometry_flags,technical_flags,reject_flags,raw_metadata_json
228,B0735T68YG,G/B0735T68YG.glb,13.0000,0.008337,1.496161,1.827933,0.01524,1.221748,2160,1254,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2160;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735T68YG"",""extent_x"":""1.8279325366020203"",""extent_y"":""0.015240000560879709"",""extent_z"":""1.2217484712600708"",""faces"":""2160"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B0735T68YG.glb"",""textures"":""3"",""vertices"":""1254""}"
229,B0735T6948,8/B0735T6948.glb,13.0000,0.003750,1.345034,2.650867,0.00994,1.970854,33860,19544,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:33860;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735T6948"",""extent_x"":""2.650866746902466"",""extent_y"":""0.00994023494422436"",""extent_z"":""1.970854103565216"",""faces"":""33860"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B0735T6948.glb"",""textures"":""3"",""vertices"":""19544""}"
230,B0735T7KT8,8/B0735T7KT8.glb,13.0000,0.005844,3.201355,2.544043,0.014868,0.794677,48260,40598,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:48260;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735T7KT8"",""extent_x"":""2.5440433025360107"",""extent_y"":""0.014868389815092089"",""extent_z"":""0.7946769595146179"",""faces"":""48260"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B0735T7KT8.glb"",""textures"":""3"",""vertices"":""40598""}"
231,B0735T7KTC,C/B0735T7KTC.glb,13.0000,0.005024,1.594127,2.456646,0.012342,1.54106,508,352,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:508;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735T7KTC"",""extent_x"":""2.4566457271575928"",""extent_y"":""0.01234215032309294"",""extent_z"":""1.5410599112510681"",""faces"":""508"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""C/B0735T7KTC.glb"",""textures"":""3"",""vertices"":""352""}"
232,B0735T7KTM,M/B0735T7KTM.glb,13.0000,0.005050,1.444364,1.819715,0.009189,1.259873,2344,1559,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2344;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735T7KTM"",""extent_x"":""1.8197152018547058"",""extent_y"":""0.009188866242766382"",""extent_z"":""1.2598732709884644"",""faces"":""2344"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B0735T7KTM.glb"",""textures"":""3"",""vertices"":""1559""}"
233,B0735T9WPM,M/B0735T9WPM.glb,13.0000,0.004053,1.501332,1.827668,0.007408,1.217365,2560,1465,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:2560;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735T9WPM"",""extent_x"":""1.8276682496070862"",""extent_y"":""0.007407591678202153"",""extent_z"":""1.2173646688461304"",""faces"":""2560"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B0735T9WPM.glb"",""textures"":""3"",""vertices"":""1465""}"
234,B0735T9WRT,T/B0735T9WRT.glb,13.0000,0.003326,1.249920,3.048075,0.010136,2.438617,31552,18466,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:31552;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735T9WRT"",""extent_x"":""3.048074960708618"",""extent_y"":""0.010136455297470095"",""extent_z"":""2.4386167526245117"",""faces"":""31552"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B0735T9WRT.glb"",""textures"":""3"",""vertices"":""18466""}"
235,B0735T9WT9,9/B0735T9WT9.glb,13.0000,0.011076,1.261768,3.061247,0.033906,2.426157,39308,22813,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:39308;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735T9WT9"",""extent_x"":""3.061246871948242"",""extent_y"":""0.03390608727931976"",""extent_z"":""2.426156520843506"",""faces"":""39308"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""9/B0735T9WT9.glb"",""textures"":""3"",""vertices"":""22813""}"
236,B0735TH3TT,T/B0735TH3TT.glb,13.0000,0.003294,1.254173,3.055799,0.010065,2.436505,103860,87928,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:103860;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TH3TT"",""extent_x"":""3.0557992458343506"",""extent_y"":""0.010065389797091486"",""extent_z"":""2.436504602432251"",""faces"":""103860"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B0735TH3TT.glb"",""textures"":""3"",""vertices"":""87928""}"
237,B0735TH3VY,Y/B0735TH3VY.glb,13.0000,0.005257,1.353648,3.291186,0.017302,2.431345,33860,19544,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:33860;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TH3VY"",""extent_x"":""3.291186213493347"",""extent_y"":""0.01730239950120449"",""extent_z"":""2.431345224380493"",""faces"":""33860"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B0735TH3VY.glb"",""textures"":""3"",""vertices"":""19544""}"
238,B0735THVJ1,1/B0735THVJ1.glb,13.0000,0.004004,3.061143,2.444441,0.009787,0.798539,3982,2280,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:3982;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735THVJ1"",""extent_x"":""2.4444409608840942"",""extent_y"":""0.00978664867579937"",""extent_z"":""0.7985387444496155"",""faces"":""3982"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B0735THVJ1.glb"",""textures"":""3"",""vertices"":""2280""}"
239,B0735THVKG,G/B0735THVKG.glb,13.0000,0.005008,1.639099,1.997077,0.01,1.2184,67352,46008,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:67352;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735THVKG"",""extent_x"":""1.997077465057373"",""extent_y"":""0.010000467300415039"",""extent_z"":""1.2183998823165894"",""faces"":""67352"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B0735THVKG.glb"",""textures"":""3"",""vertices"":""46008""}"
240,B0735THVQK,K/B0735THVQK.glb,13.0000,0.004705,1.251290,3.061443,0.014405,2.44663,4288,2398,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:4288;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735THVQK"",""extent_x"":""3.0614428520202637"",""extent_y"":""0.014404820278286936"",""extent_z"":""2.446629524230957"",""faces"":""4288"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""K/B0735THVQK.glb"",""textures"":""3"",""vertices"":""2398""}"
241,B0735THVQN,N/B0735THVQN.glb,13.0000,0.012028,1.603502,1.946871,0.023418,1.214137,5000,2778,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:5000;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735THVQN"",""extent_x"":""1.946871280670166"",""extent_y"":""0.023417560383677483"",""extent_z"":""1.2141369581222534"",""faces"":""5000"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B0735THVQN.glb"",""textures"":""3"",""vertices"":""2778""}"
242,B0735TWZWX,X/B0735TWZWX.glb,13.0000,0.004542,1.342513,3.273846,0.014868,2.438596,72388,61332,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:72388;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TWZWX"",""extent_x"":""3.27384614944458"",""extent_y"":""0.014868389815092087"",""extent_z"":""2.4385955333709717"",""faces"":""72388"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""X/B0735TWZWX.glb"",""textures"":""3"",""vertices"":""61332""}"
243,B0735TZD6T,T/B0735TZD6T.glb,13.0000,0.017938,1.255180,3.010899,0.054011,2.398778,940,732,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:940;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TZD6T"",""extent_x"":""3.010899066925049"",""extent_y"":""0.054010968655347824"",""extent_z"":""2.398777961730957"",""faces"":""940"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B0735TZD6T.glb"",""textures"":""3"",""vertices"":""732""}"
244,B0735TZD8F,F/B0735TZD8F.glb,13.0000,0.010021,1.352930,3.31431,0.033214,2.449727,28364,25907,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:28364;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TZD8F"",""extent_x"":""3.3143104314804077"",""extent_y"":""0.03321431204676628"",""extent_z"":""2.4497270584106445"",""faces"":""28364"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B0735TZD8F.glb"",""textures"":""3"",""vertices"":""25907""}"
245,B0735TZD8V,V/B0735TZD8V.glb,13.0000,0.011076,1.591676,2.434058,0.026959,1.529242,39308,22815,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:39308;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TZD8V"",""extent_x"":""2.434057593345642"",""extent_y"":""0.026959396898746494"",""extent_z"":""1.529241919517517"",""faces"":""39308"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""V/B0735TZD8V.glb"",""textures"":""3"",""vertices"":""22815""}"
246,B0735TZDBS,S/B0735TZDBS.glb,13.0000,0.004428,1.444759,1.802024,0.00798,1.247284,12772,13522,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:12772;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TZDBS"",""extent_x"":""1.8020241856575012"",""extent_y"":""0.007979969496373087"",""extent_z"":""1.2472835183143616"",""faces"":""12772"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B0735TZDBS.glb"",""textures"":""3"",""vertices"":""13522""}"
247,B0735TZKWB,B/B0735TZKWB.glb,13.0000,0.004131,1.500690,1.829027,0.007555,1.218791,3440,1910,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:3440;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TZKWB"",""extent_x"":""1.8290271759033203"",""extent_y"":""0.0075553213246166715"",""extent_z"":""1.2187906503677368"",""faces"":""3440"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""B/B0735TZKWB.glb"",""textures"":""3"",""vertices"":""1910""}"
248,B0735TZKYJ,J/B0735TZKYJ.glb,13.0000,0.004540,3.164810,2.449492,0.011122,0.773978,11136,7562,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:11136;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735TZKYJ"",""extent_x"":""2.449492335319519"",""extent_y"":""0.011121717281639576"",""extent_z"":""0.7739777266979218"",""faces"":""11136"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B0735TZKYJ.glb"",""textures"":""3"",""vertices"":""7562""}"
249,B0735V4DXF,F/B0735V4DXF.glb,13.0000,0.004057,1.577180,2.434835,0.009877,1.54379,12772,13490,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:12772;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735V4DXF"",""extent_x"":""2.4348349571228027"",""extent_y"":""0.009876984171569349"",""extent_z"":""1.5437901616096497"",""faces"":""12772"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""F/B0735V4DXF.glb"",""textures"":""3"",""vertices"":""13490""}"
250,B0735V4DZZ,Z/B0735V4DZZ.glb,13.0000,0.005975,3.203707,2.435115,0.01455,0.760093,916,578,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:916;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735V4DZZ"",""extent_x"":""2.435115337371826"",""extent_y"":""0.014549619518220426"",""extent_z"":""0.7600930333137512"",""faces"":""916"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B0735V4DZZ.glb"",""textures"":""3"",""vertices"":""578""}"
251,B0735V67RD,D/B0735V67RD.glb,13.0000,0.018840,1.460375,1.828503,0.03445,1.252078,940,727,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:940;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735V67RD"",""extent_x"":""1.8285033106803894"",""extent_y"":""0.03444955125451088"",""extent_z"":""1.252077877521515"",""faces"":""940"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B0735V67RD.glb"",""textures"":""3"",""vertices"":""727""}"
252,B0735V67RP,P/B0735V67RP.glb,13.0000,0.004217,3.113005,2.437277,0.010278,0.782934,14424,8410,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:14424;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735V67RP"",""extent_x"":""2.437276601791382"",""extent_y"":""0.010278155803680425"",""extent_z"":""0.7829338014125824"",""faces"":""14424"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""P/B0735V67RP.glb"",""textures"":""3"",""vertices"":""8410""}"
253,B0735V67S5,5/B0735V67S5.glb,13.0000,0.010248,1.588991,2.430806,0.02491,1.529779,38880,26384,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:38880;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735V67S5"",""extent_x"":""2.430806279182434"",""extent_y"":""0.024909930303692818"",""extent_z"":""1.529779314994812"",""faces"":""38880"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""5/B0735V67S5.glb"",""textures"":""3"",""vertices"":""26384""}"
254,B0735V7FH9,9/B0735V7FH9.glb,13.0000,0.007766,1.796300,1.323987,0.018469,2.378279,38984,41128,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:38984;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735V7FH9"",""extent_x"":""1.3239874839782715"",""extent_y"":""0.01846916787326336"",""extent_z"":""2.3782787322998047"",""faces"":""38984"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""9/B0735V7FH9.glb"",""textures"":""3"",""vertices"":""41128""}"
255,B0735V7FK6,6/B0735V7FK6.glb,13.0000,0.006253,1.595905,2.437219,0.01524,1.52717,2160,1254,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2160;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735V7FK6"",""extent_x"":""2.43721866607666"",""extent_y"":""0.015240000560879709"",""extent_z"":""1.5271700620651245"",""faces"":""2160"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""6/B0735V7FK6.glb"",""textures"":""3"",""vertices"":""1254""}"
256,B0735VB37Z,Z/B0735VB37Z.glb,13.0000,0.005768,1.607095,3.651779,0.021065,2.272285,8872,5054,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:8872;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VB37Z"",""extent_x"":""3.6517794132232666"",""extent_y"":""0.02106483466923237"",""extent_z"":""2.2722854614257812"",""faces"":""8872"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Z/B0735VB37Z.glb"",""textures"":""3"",""vertices"":""5054""}"
257,B0735VB381,1/B0735VB381.glb,13.0000,0.003895,1.696393,2.584286,0.010065,1.5234,64520,54572,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:64520;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VB381"",""extent_x"":""2.5842857360839844"",""extent_y"":""0.01006538886576891"",""extent_z"":""1.5233999490737915"",""faces"":""64520"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B0735VB381.glb"",""textures"":""3"",""vertices"":""54572""}"
258,B0735VGDQ7,7/B0735VGDQ7.glb,13.0000,0.005257,1.353648,1.730013,0.009095,1.278037,33860,19544,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:33860;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VGDQ7"",""extent_x"":""1.7300125360488892"",""extent_y"":""0.009095004759728909"",""extent_z"":""1.278036892414093"",""faces"":""33860"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B0735VGDQ7.glb"",""textures"":""3"",""vertices"":""19544""}"
259,B0735VGDT3,3/B0735VGDT3.glb,13.0000,0.003930,1.508295,1.8272,0.007182,1.211434,1072,600,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1072;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VGDT3"",""extent_x"":""1.827199637889862"",""extent_y"":""0.007181500084698201"",""extent_z"":""1.2114338874816895"",""faces"":""1072"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""3/B0735VGDT3.glb"",""textures"":""3"",""vertices"":""600""}"
260,B0735VHV9Q,Q/B0735VHV9Q.glb,13.0000,0.005090,1.640552,2.028607,0.010326,1.236539,33860,19544,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:33860;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VHV9Q"",""extent_x"":""2.0286065340042114"",""extent_y"":""0.010325690731406214"",""extent_z"":""1.2365390062332153"",""faces"":""33860"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Q/B0735VHV9Q.glb"",""textures"":""3"",""vertices"":""19544""}"
261,B0735VHVBS,S/B0735VHVBS.glb,13.0000,0.004030,1.246546,3.062322,0.012342,2.456646,508,353,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:508;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VHVBS"",""extent_x"":""3.062321662902832"",""extent_y"":""0.01234215032309294"",""extent_z"":""2.4566457271575928"",""faces"":""508"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""S/B0735VHVBS.glb"",""textures"":""3"",""vertices"":""353""}"
262,B0735VSNY8,8/B0735VSNY8.glb,13.0000,0.005055,1.350317,1.726288,0.008726,1.278432,33940,22956,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:33940;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VSNY8"",""extent_x"":""1.726288080215454"",""extent_y"":""0.008725645949598402"",""extent_z"":""1.2784317135810852"",""faces"":""33940"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""8/B0735VSNY8.glb"",""textures"":""3"",""vertices"":""22956""}"
263,B0735VV7XT,T/B0735VV7XT.glb,13.0000,0.003355,1.353648,3.220649,0.010806,2.379236,33860,19544,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:33860;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VV7XT"",""extent_x"":""3.220649003982544"",""extent_y"":""0.010805565863847733"",""extent_z"":""2.379236340522766"",""faces"":""33860"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B0735VV7XT.glb"",""textures"":""3"",""vertices"":""19544""}"
264,B0735VV7ZJ,J/B0735VV7ZJ.glb,13.0000,0.009228,1.522540,2.464718,0.022745,1.61882,9208,4882,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:9208;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VV7ZJ"",""extent_x"":""2.464717984199524"",""extent_y"":""0.02274509333074093"",""extent_z"":""1.618820071220398"",""faces"":""9208"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B0735VV7ZJ.glb"",""textures"":""3"",""vertices"":""4882""}"
265,B0735VV826,6/B0735VV826.glb,13.0000,0.013456,1.493397,1.837493,0.024726,1.230411,1016,630,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:1016;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VV826"",""extent_x"":""1.8374927639961243"",""extent_y"":""0.024726029485464096"",""extent_z"":""1.2304112315177917"",""faces"":""1016"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""6/B0735VV826.glb"",""textures"":""3"",""vertices"":""630""}"
266,B0735VV8Y5,5/B0735VV8Y5.glb,13.0000,0.004198,3.495620,2.663926,0.011182,0.762075,9980,5904,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:9980;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VV8Y5"",""extent_x"":""2.6639260053634644"",""extent_y"":""0.011181950569152834"",""extent_z"":""0.7620753347873688"",""faces"":""9980"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""5/B0735VV8Y5.glb"",""textures"":""3"",""vertices"":""5904""}"
267,B0735VV8Z4,4/B0735VV8Z4.glb,13.0000,0.003133,3.130327,2.44609,0.007663,0.781417,1072,600,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:1072;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VV8Z4"",""extent_x"":""2.446089744567871"",""extent_y"":""0.007663375698029995"",""extent_z"":""0.7814167141914368"",""faces"":""1072"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B0735VV8Z4.glb"",""textures"":""3"",""vertices"":""600""}"
268,B0735VWR67,7/B0735VWR67.glb,13.0000,0.003472,1.249980,3.04475,0.01057,2.435839,2918,1698,1,1,3,3,4096,4096,aspect_panel_like;flatness_good,faces:2918;image_res:4096x4096;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735VWR67"",""extent_x"":""3.0447503328323364"",""extent_y"":""0.010570459067821503"",""extent_z"":""2.435839295387268"",""faces"":""2918"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B0735VWR67.glb"",""textures"":""3"",""vertices"":""1698""}"
269,B0735W3QJL,L/B0735W3QJL.glb,13.0000,0.005242,3.160287,2.43411,0.01276,0.770218,2572,1336,1,1,3,3,2048,2048,aspect_panel_like;flatness_good,faces:2572;image_res:2048x2048;materials:1;meshes:1;textures:3,,"{""3dmodel_id"":""B0735W3QJL"",""extent_x"":""2.434109926223755"",""extent_y"":""0.012760499492287638"",""extent_z"":""0.7702179551124573"",""faces"":""2572"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""L/B0735W3QJL.glb"",""textures"":""3"",""vertices"":""1336""}"
