candidate_rank,source,source_file,asset_id,title,description,tags,category,license,file_format,file_size_bytes,face_count,vertex_count,object_count,material_count,texture_count,missing_textures,url_or_path,rank_score,positive_keyword_hits,negative_keyword_hits,technical_flags,auto_reasons,raw_metadata_json
402,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8HJY,,,,,,glb,,120836,67626,,1,3,,Y/B0723H8HJY.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8HJY"",""extent_x"":""2.4866111278533936"",""extent_y"":""1.0526074171066284"",""extent_z"":""2.5615888833999634"",""faces"":""120836"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B0723H8HJY.glb"",""textures"":""3"",""vertices"":""67626""}"
403,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8HLM,,,,,,glb,,36258,20250,,1,3,,M/B0723H8HLM.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8HLM"",""extent_x"":""1.8546754121780396"",""extent_y"":""0.9798206686973572"",""extent_z"":""0.9616721570491791"",""faces"":""36258"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B0723H8HLM.glb"",""textures"":""3"",""vertices"":""20250""}"
404,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8HN3,,,,,,glb,,32112,17717,,1,3,,3/B0723H8HN3.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8HN3"",""extent_x"":""1.2026888728141785"",""extent_y"":""0.5169003009796143"",""extent_z"":""1.17050701379776"",""faces"":""32112"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""3/B0723H8HN3.glb"",""textures"":""3"",""vertices"":""17717""}"
405,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8JLY,,,,,,glb,,55408,29029,,1,3,,Y/B0723H8JLY.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8JLY"",""extent_x"":""0.9590751528739929"",""extent_y"":""0.4816875457763672"",""extent_z"":""0.7211532890796661"",""faces"":""55408"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B0723H8JLY.glb"",""textures"":""3"",""vertices"":""29029""}"
406,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8JNN,,,,,,glb,,64137,35114,,1,3,,N/B0723H8JNN.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8JNN"",""extent_x"":""1.988262414932251"",""extent_y"":""0.8347792029380798"",""extent_z"":""1.068956434726715"",""faces"":""64137"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""N/B0723H8JNN.glb"",""textures"":""3"",""vertices"":""35114""}"
407,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8JNR,,,,,,glb,,48257,25748,,1,3,,R/B0723H8JNR.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8JNR"",""extent_x"":""1.4045251607894897"",""extent_y"":""0.8775901794433594"",""extent_z"":""1.0338912606239319"",""faces"":""48257"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""R/B0723H8JNR.glb"",""textures"":""3"",""vertices"":""25748""}"
408,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8JP1,,,,,,glb,,20936,12437,,1,3,,1/B0723H8JP1.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8JP1"",""extent_x"":""0.766983300447464"",""extent_y"":""0.486331045627594"",""extent_z"":""0.5577964782714844"",""faces"":""20936"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""1/B0723H8JP1.glb"",""textures"":""3"",""vertices"":""12437""}"
409,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8JVJ,,,,,,glb,,15124,9343,,1,3,,J/B0723H8JVJ.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8JVJ"",""extent_x"":""1.483657956123352"",""extent_y"":""0.8525814414024353"",""extent_z"":""0.940445065498352"",""faces"":""15124"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B0723H8JVJ.glb"",""textures"":""3"",""vertices"":""9343""}"
410,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H8NLD,,,,,,glb,,22524,12447,,1,3,,D/B0723H8NLD.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H8NLD"",""extent_x"":""1.5266772508621216"",""extent_y"":""0.9734538793563843"",""extent_z"":""0.9690270125865936"",""faces"":""22524"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B0723H8NLD.glb"",""textures"":""3"",""vertices"":""12447""}"
411,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0723H97GH,,,,,,glb,,13316,8729,,1,3,,H/B0723H97GH.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0723H97GH"",""extent_x"":""0.8207139372825623"",""extent_y"":""0.8803703188896179"",""extent_z"":""0.842680424451828"",""faces"":""13316"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""H/B0723H97GH.glb"",""textures"":""3"",""vertices"":""8729""}"
412,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B072555T67,,,,,,glb,,12116,6898,,1,3,,7/B072555T67.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B072555T67"",""extent_x"":""2.0951637029647827"",""extent_y"":""0.7948071956634521"",""extent_z"":""0.8489788770675659"",""faces"":""12116"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""7/B072555T67.glb"",""textures"":""3"",""vertices"":""6898""}"
413,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07255WMBH,,,,,,glb,,324,244,,1,3,,H/B07255WMBH.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07255WMBH"",""extent_x"":""0.8123248815536499"",""extent_y"":""2.0309207439422607"",""extent_z"":""0.02517654374241829"",""faces"":""324"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""H/B07255WMBH.glb"",""textures"":""3"",""vertices"":""244""}"
414,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0725NGTKK,,,,,,glb,,19874,13310,,1,3,,K/B0725NGTKK.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0725NGTKK"",""extent_x"":""0.373922735452652"",""extent_y"":""1.4572837352752686"",""extent_z"":""0.373922735452652"",""faces"":""19874"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""K/B0725NGTKK.glb"",""textures"":""3"",""vertices"":""13310""}"
415,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0725Z23G4,,,,,,glb,,19249,18996,,1,3,,4/B0725Z23G4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0725Z23G4"",""extent_x"":""1.6092487573623657"",""extent_y"":""0.9709495306015015"",""extent_z"":""0.49904924631118774"",""faces"":""19249"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B0725Z23G4.glb"",""textures"":""3"",""vertices"":""18996""}"
416,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0725Z2499,,,,,,glb,,24262,18956,,1,3,,9/B0725Z2499.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0725Z2499"",""extent_x"":""2.224964141845703"",""extent_y"":""1.9376740455627441"",""extent_z"":""2.5296308994293213"",""faces"":""24262"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""9/B0725Z2499.glb"",""textures"":""3"",""vertices"":""18956""}"
417,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0725Z73ZP,,,,,,glb,,3832,6297,,1,3,,P/B0725Z73ZP.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0725Z73ZP"",""extent_x"":""3.0574285984039307"",""extent_y"":""0.007805469911545518"",""extent_z"":""2.4441864490509033"",""faces"":""3832"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""P/B0725Z73ZP.glb"",""textures"":""3"",""vertices"":""6297""}"
418,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0725Z9MWX,,,,,,glb,,500,412,,1,3,,X/B0725Z9MWX.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0725Z9MWX"",""extent_x"":""2.2829620838165283"",""extent_y"":""0.012606748379766943"",""extent_z"":""1.5473641753196716"",""faces"":""500"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""X/B0725Z9MWX.glb"",""textures"":""3"",""vertices"":""412""}"
419,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0725Z9MX3,,,,,,glb,,500,412,,1,3,,3/B0725Z9MX3.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0725Z9MX3"",""extent_x"":""2.2829620838165283"",""extent_y"":""0.012606748379766943"",""extent_z"":""1.5473641753196716"",""faces"":""500"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""3/B0725Z9MX3.glb"",""textures"":""3"",""vertices"":""412""}"
420,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0725Z9MX4,,,,,,glb,,440,352,,1,3,,4/B0725Z9MX4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0725Z9MX4"",""extent_x"":""3.2052342891693115"",""extent_y"":""0.012735699303448202"",""extent_z"":""2.4484363794326782"",""faces"":""440"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B0725Z9MX4.glb"",""textures"":""3"",""vertices"":""352""}"
421,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0725Z9MXM,,,,,,glb,,11864,11245,,1,3,,M/B0725Z9MXM.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0725Z9MXM"",""extent_x"":""2.275643467903137"",""extent_y"":""0.014364262111485004"",""extent_z"":""0.6781830191612244"",""faces"":""11864"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B0725Z9MXM.glb"",""textures"":""3"",""vertices"":""11245""}"
422,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07263589M,,,,,,glb,,66279,36202,,1,3,,M/B07263589M.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07263589M"",""extent_x"":""1.988262414932251"",""extent_y"":""0.8332199454307556"",""extent_z"":""1.0824447870254517"",""faces"":""66279"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""M/B07263589M.glb"",""textures"":""3"",""vertices"":""36202""}"
423,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B07263589Q,,,,,,glb,,22886,12984,,1,3,,Q/B07263589Q.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B07263589Q"",""extent_x"":""0.6836028099060059"",""extent_y"":""0.4628635048866272"",""extent_z"":""0.5408410131931305"",""faces"":""22886"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Q/B07263589Q.glb"",""textures"":""3"",""vertices"":""12984""}"
424,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B072635FKH,,,,,,glb,,10580,6534,,1,3,,H/B072635FKH.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B072635FKH"",""extent_x"":""0.9976445436477661"",""extent_y"":""0.9128555655479431"",""extent_z"":""1.042700469493866"",""faces"":""10580"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""H/B072635FKH.glb"",""textures"":""3"",""vertices"":""6534""}"
425,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B072635FKJ,,,,,,glb,,15646,8493,,1,3,,J/B072635FKJ.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B072635FKJ"",""extent_x"":""0.8482970893383026"",""extent_y"":""0.48194587230682373"",""extent_z"":""0.6107263565063477"",""faces"":""15646"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""J/B072635FKJ.glb"",""textures"":""3"",""vertices"":""8493""}"
426,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B072635G2P,,,,,,glb,,32452,17747,,1,3,,P/B072635G2P.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B072635G2P"",""extent_x"":""2.298895001411438"",""extent_y"":""0.9224985241889954"",""extent_z"":""1.0397352874279022"",""faces"":""32452"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""P/B072635G2P.glb"",""textures"":""3"",""vertices"":""17747""}"
427,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B072635G66,,,,,,glb,,35020,19263,,1,3,,6/B072635G66.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B072635G66"",""extent_x"":""1.7389148473739624"",""extent_y"":""0.9947148561477661"",""extent_z"":""0.9058180153369904"",""faces"":""35020"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""6/B072635G66.glb"",""textures"":""3"",""vertices"":""19263""}"
428,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B072635HS4,,,,,,glb,,39928,23675,,1,3,,4/B072635HS4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B072635HS4"",""extent_x"":""2.4384000301361084"",""extent_y"":""0.8635998905048154"",""extent_z"":""2.4383997917175293"",""faces"":""39928"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B072635HS4.glb"",""textures"":""3"",""vertices"":""23675""}"
429,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B072635QWD,,,,,,glb,,31034,17715,,1,3,,D/B072635QWD.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B072635QWD"",""extent_x"":""2.156325578689575"",""extent_y"":""0.9281888604164124"",""extent_z"":""0.9907754361629486"",""faces"":""31034"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""D/B072635QWD.glb"",""textures"":""3"",""vertices"":""17715""}"
430,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0727Q5F94,,,,,,glb,,23468,14718,,1,3,,4/B0727Q5F94.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0727Q5F94"",""extent_x"":""0.2569323778152466"",""extent_y"":""0.26119133830070496"",""extent_z"":""0.20309191942214966"",""faces"":""23468"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B0727Q5F94.glb"",""textures"":""3"",""vertices"":""14718""}"
431,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728KSP2R,,,,,,glb,,18514,11649,,1,3,,R/B0728KSP2R.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0728KSP2R"",""extent_x"":""0.6007881164550781"",""extent_y"":""0.6250811219215393"",""extent_z"":""0.49366629123687744"",""faces"":""18514"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""R/B0728KSP2R.glb"",""textures"":""3"",""vertices"":""11649""}"
432,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728KSP2T,,,,,,glb,,16200,9570,,1,3,,T/B0728KSP2T.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0728KSP2T"",""extent_x"":""1.0807700157165527"",""extent_y"":""1.4314308166503906"",""extent_z"":""0.5576468706130981"",""faces"":""16200"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""T/B0728KSP2T.glb"",""textures"":""3"",""vertices"":""9570""}"
433,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728KSP33,,,,,,glb,,7919,5953,,1,3,,3/B0728KSP33.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0728KSP33"",""extent_x"":""0.5574886798858643"",""extent_y"":""0.6093218326568604"",""extent_z"":""0.4485156238079071"",""faces"":""7919"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""3/B0728KSP33.glb"",""textures"":""3"",""vertices"":""5953""}"
434,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728NVXWL,,,,,,glb,,32452,17747,,1,3,,L/B0728NVXWL.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0728NVXWL"",""extent_x"":""2.298895001411438"",""extent_y"":""0.9224985241889954"",""extent_z"":""1.0397352874279022"",""faces"":""32452"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""L/B0728NVXWL.glb"",""textures"":""3"",""vertices"":""17747""}"
435,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728NW8C4,,,,,,glb,,34180,18464,,1,3,,4/B0728NW8C4.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0728NW8C4"",""extent_x"":""1.397613286972046"",""extent_y"":""0.9148359298706055"",""extent_z"":""1.0392166078090668"",""faces"":""34180"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""4/B0728NW8C4.glb"",""textures"":""3"",""vertices"":""18464""}"
436,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728NW8DV,,,,,,glb,,21222,12281,,1,3,,V/B0728NW8DV.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0728NW8DV"",""extent_x"":""2.6219091415405273"",""extent_y"":""0.8003942966461182"",""extent_z"":""2.7421364784240723"",""faces"":""21222"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""V/B0728NW8DV.glb"",""textures"":""3"",""vertices"":""12281""}"
437,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728NW8FP,,,,,,glb,,8212,4612,,2,3,,P/B0728NW8FP.glb,5.5000,,,preferred_format:glb;textures:3;materials:2,"technical:preferred_format:glb,textures:3,materials:2","{""3dmodel_id"":""B0728NW8FP"",""extent_x"":""0.5214626789093018"",""extent_y"":""0.805526077747345"",""extent_z"":""0.5505020022392273"",""faces"":""8212"",""image_height_max"":""4096"",""image_height_min"":""4096"",""image_width_max"":""4096"",""image_width_min"":""4096"",""images"":""3"",""materials"":""2"",""meshes"":""1"",""path"":""P/B0728NW8FP.glb"",""textures"":""3"",""vertices"":""4612""}"
438,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728NWFCG,,,,,,glb,,63032,34547,,1,3,,G/B0728NWFCG.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0728NWFCG"",""extent_x"":""1.6897469758987427"",""extent_y"":""0.656488299369812"",""extent_z"":""0.9604198932647705"",""faces"":""63032"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""G/B0728NWFCG.glb"",""textures"":""3"",""vertices"":""34547""}"
439,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B0728NWFGY,,,,,,glb,,10376,6256,,1,3,,Y/B0728NWFGY.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B0728NWFGY"",""extent_x"":""0.5199310779571533"",""extent_y"":""0.42968398332595825"",""extent_z"":""0.5199311971664429"",""faces"":""10376"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""Y/B0728NWFGY.glb"",""textures"":""3"",""vertices"":""6256""}"
440,abo,/vol/bitbucket/ct1022/hy3dpaint_finetune/data/metadata/abo/3dmodels.csv.gz,B072C5SJ6V,,,,,,glb,,3072,1734,,1,3,,V/B072C5SJ6V.glb,5.5000,,,preferred_format:glb;textures:3;materials:1,"technical:preferred_format:glb,textures:3,materials:1","{""3dmodel_id"":""B072C5SJ6V"",""extent_x"":""2.1419821977615356"",""extent_y"":""0.009666379541158676"",""extent_z"":""1.5325679779052734"",""faces"":""3072"",""image_height_max"":""2048"",""image_height_min"":""2048"",""image_width_max"":""2048"",""image_width_min"":""2048"",""images"":""3"",""materials"":""1"",""meshes"":""1"",""path"":""V/B072C5SJ6V.glb"",""textures"":""3"",""vertices"":""1734""}"
